"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"West Gear","1128299","2020-02-24","West","Nevada","Las Vegas","Women's Apparel","54","140","7560","158","21%","Outlet"
"West Gear","1128299","2020-02-25","West","Nevada","Las Vegas","Men's Street Footwear","47","171","8037","321","40%","Outlet"
"West Gear","1128299","2020-02-26","West","Nevada","Las Vegas","Men's Athletic Footwear","50","193","9650","241","25%","Outlet"
"West Gear","1128299","2020-02-27","West","Nevada","Las Vegas","Women's Street Footwear","47","113","5311","223","42%","Outlet"
"West Gear","1128299","2020-02-28","West","Nevada","Las Vegas","Women's Athletic Footwear","43","119","5117","168","33%","Outlet"
"West Gear","1128299","2020-03-01","West","Nevada","Las Vegas","Men's Apparel","48","107","5136","277","54%","Outlet"
"West Gear","1128299","2020-03-02","West","Nevada","Las Vegas","Women's Apparel","53","120","6360","139","22%","Outlet"
"West Gear","1128299","2020-03-03","West","Nevada","Las Vegas","Men's Street Footwear","47","196","9212","386","42%","Outlet"
"West Gear","1128299","2020-03-04","West","Nevada","Las Vegas","Men's Athletic Footwear","52","201","10452","261","25%","Outlet"
"West Gear","1128299","2020-03-05","West","Nevada","Las Vegas","Women's Street Footwear","44","140","6160","258","42%","Outlet"
"West Gear","1128299","2020-03-06","West","Nevada","Las Vegas","Women's Athletic Footwear","43","132","5676","198","35%","Outlet"
"West Gear","1128299","2020-03-07","West","Nevada","Las Vegas","Men's Apparel","46","119","5474","295","54%","Outlet"
"West Gear","1128299","2020-03-08","West","Nevada","Las Vegas","Women's Apparel","51","162","8262","173","21%","Outlet"
"West Gear","1128299","2020-03-09","West","Nevada","Las Vegas","Men's Street Footwear","47","216","10152","375","37%","Outlet"
"West Gear","1128299","2020-03-10","West","Nevada","Las Vegas","Men's Athletic Footwear","50","209","10450","261","25%","Outlet"
"West Gear","1128299","2020-03-11","West","Nevada","Las Vegas","Women's Street Footwear","47","166","7802","327","42%","Outlet"
"West Gear","1128299","2020-03-12","West","Nevada","Las Vegas","Women's Athletic Footwear","40","166","6640","239","36%","Outlet"
"West Gear","1128299","2020-03-13","West","Nevada","Las Vegas","Men's Apparel","49","136","6664","359","54%","Outlet"
"West Gear","1128299","2020-03-14","West","Nevada","Las Vegas","Women's Apparel","56","170","9520","171","18%","Outlet"
"West Gear","1128299","2020-03-15","West","Nevada","Las Vegas","Men's Street Footwear","20","149","2980","119","40%","Outlet"
"West Gear","1128299","2020-03-16","West","Nevada","Las Vegas","Men's Athletic Footwear","31","145","4495","112","25%","Outlet"
"West Gear","1128299","2020-03-17","West","Nevada","Las Vegas","Women's Street Footwear","26","128","3328","139","42%","Outlet"
"West Gear","1128299","2020-03-18","West","Nevada","Las Vegas","Women's Athletic Footwear","26","96","2496","849","34%","Outlet"
"Sports Direct","1197831","2021-03-14","South","Tennessee","Knoxville","Men's Apparel","30","123","3690","125","34%","Outlet"
"Sports Direct","1197831","2021-03-15","South","Tennessee","Knoxville","Women's Apparel","24","170","4080","216","53%","Outlet"
"Sports Direct","1197831","2021-03-16","South","Tennessee","Knoxville","Men's Street Footwear","18","202","3636","134","37%","Outlet"
"Sports Direct","1197831","2021-03-17","South","Tennessee","Knoxville","Men's Athletic Footwear","23","219","5037","196","39%","Outlet"
"Sports Direct","1197831","2021-03-18","South","Tennessee","Knoxville","Women's Street Footwear","23","140","3220","125","39%","Outlet"
"Sports Direct","1197831","2021-03-19","South","Tennessee","Knoxville","Women's Athletic Footwear","28","128","3584","175","49%","Outlet"
"Sports Direct","1197831","2021-03-20","South","Tennessee","Knoxville","Men's Apparel","29","94","2726","872","32%","Outlet"
"Sports Direct","1197831","2021-03-21","South","Tennessee","Knoxville","Women's Apparel","28","143","4004","224","56%","Outlet"
"Sports Direct","1197831","2021-03-22","South","Tennessee","Knoxville","Men's Street Footwear","20","221","4420","190","43%","Outlet"
"Sports Direct","1197831","2021-03-23","South","Tennessee","Knoxville","Men's Athletic Footwear","31","195","6045","284","47%","Outlet"
"Sports Direct","1197831","2021-03-24","South","Tennessee","Knoxville","Women's Street Footwear","22","166","3652","157","43%","Outlet"
"Sports Direct","1197831","2021-03-25","South","Tennessee","Knoxville","Women's Athletic Footwear","25","124","3100","173","56%","Outlet"
"Sports Direct","1197831","2021-03-26","South","Tennessee","Knoxville","Men's Apparel","27","88","2376","974","41%","Outlet"
"Sports Direct","1197831","2021-03-27","South","Tennessee","Knoxville","Women's Apparel","25","145","3625","221","61%","Outlet"
"Sports Direct","1197831","2021-03-28","South","Tennessee","Knoxville","Men's Street Footwear","13","203","2639","118","45%","Outlet"
"Sports Direct","1197831","2021-03-29","South","Tennessee","Knoxville","Men's Athletic Footwear","17","203","3451","144","42%","Outlet"
"Sports Direct","1197831","2021-03-30","South","Tennessee","Knoxville","Women's Street Footwear","15","170","2550","112","44%","Outlet"
"Sports Direct","1197831","2021-03-31","South","Tennessee","Knoxville","Women's Athletic Footwear","20","128","2560","143","56%","Outlet"
"Sports Direct","1197831","2021-04-01","South","Tennessee","Knoxville","Men's Apparel","20","105","2100","798","38%","Outlet"
"Sports Direct","1197831","2021-04-02","South","Tennessee","Knoxville","Women's Apparel","18","196","3528","215","61%","Outlet"
"Sports Direct","1197831","2021-04-03","South","Tennessee","Knoxville","Men's Street Footwear","12","247","2964","133","45%","Outlet"
"Sports Direct","1197831","2021-04-04","South","Tennessee","Knoxville","Men's Athletic Footwear","20","240","4800","211","44%","Outlet"
"Sports Direct","1197831","2021-04-05","South","Tennessee","Knoxville","Women's Street Footwear","14","204","2856","131","46%","Outlet"
"Sports Direct","1197831","2021-04-06","South","Tennessee","Knoxville","Women's Athletic Footwear","20","179","3580","193","54%","Outlet"
"Sports Direct","1197831","2021-04-07","South","Tennessee","Knoxville","Men's Apparel","33","132","4356","178","41%","Outlet"
"Sports Direct","1197831","2021-04-08","South","Tennessee","Knoxville","Women's Apparel","31","271","8401","495","59%","Outlet"
"Sports Direct","1197831","2021-04-09","South","Tennessee","Knoxville","Men's Street Footwear","28","256","7168","336","47%","Outlet"
"Sports Direct","1197831","2021-04-10","South","Tennessee","Knoxville","Men's Athletic Footwear","32","240","7680","361","47%","Outlet"
"Sports Direct","1197831","2021-04-11","South","Tennessee","Knoxville","Women's Street Footwear","26","202","5252","231","44%","Outlet"
"Sports Direct","1197831","2021-04-12","South","Tennessee","Knoxville","Women's Athletic Footwear","29","198","5742","321","56%","Outlet"
"Sports Direct","1197831","2021-04-13","South","Tennessee","Knoxville","Men's Apparel","30","150","4500","175","39%","Outlet"
"Sports Direct","1197831","2021-04-14","South","Tennessee","Knoxville","Women's Apparel","37","306","11322","668","59%","Outlet"
"Sports Direct","1197831","2021-04-15","South","Tennessee","Knoxville","Men's Street Footwear","29","272","7888","394","50%","Outlet"
"Sports Direct","1197831","2021-04-16","South","Tennessee","Knoxville","Men's Athletic Footwear","30","264","7920","396","50%","Outlet"
"Sports Direct","1197831","2021-04-17","South","Tennessee","Knoxville","Women's Street Footwear","30","322","9660","483","50%","Outlet"
"Sports Direct","1197831","2021-04-18","South","Tennessee","Knoxville","Women's Athletic Footwear","32","196","6272","382","61%","Outlet"
"Sports Direct","1197831","2021-04-19","South","Tennessee","Knoxville","Men's Apparel","33","182","6006","270","45%","Outlet"
"Sports Direct","1197831","2021-04-20","South","Tennessee","Knoxville","Women's Apparel","38","272","10336","640","62%","Outlet"
"Sports Direct","1197831","2021-04-21","South","Tennessee","Knoxville","Men's Street Footwear","29","233","6757","344","51%","Outlet"
"Sports Direct","1197831","2021-04-22","South","Tennessee","Knoxville","Men's Athletic Footwear","44","271","11924","608","51%","Outlet"
"Sports Direct","1197831","2021-04-23","South","Tennessee","Knoxville","Women's Street Footwear","39","314","12246","575","47%","Outlet"
"Sports Direct","1197831","2021-04-24","South","Tennessee","Knoxville","Women's Athletic Footwear","32","162","5184","305","59%","Outlet"
"Sports Direct","1197831","2021-04-25","South","Tennessee","Knoxville","Men's Apparel","35","143","5005","225","45%","Outlet"
"Sports Direct","1197831","2021-04-26","South","Tennessee","Knoxville","Women's Apparel","40","232","9280","621","67%","Outlet"
"Sports Direct","1197831","2021-04-27","South","Tennessee","Knoxville","Men's Street Footwear","40","209","8360","418","50%","Outlet"
"Sports Direct","1197831","2021-04-28","South","Tennessee","Knoxville","Men's Athletic Footwear","33","213","7029","330","47%","Outlet"
"Sports Direct","1197831","2021-04-29","South","Tennessee","Knoxville","Women's Street Footwear","40","203","8120","414","51%","Outlet"
"Sports Direct","1197831","2021-04-30","South","Tennessee","Knoxville","Women's Athletic Footwear","40","136","5440","310","57%","Outlet"
"Sports Direct","1197831","2021-05-01","South","Tennessee","Knoxville","Men's Apparel","39","120","4680","201","43%","Outlet"
"Sports Direct","1197831","2021-05-02","South","Tennessee","Knoxville","Women's Apparel","30","219","6570","407","62%","Outlet"
"Sports Direct","1197831","2021-05-03","South","Tennessee","Knoxville","Men's Street Footwear","28","201","5628","292","52%","Outlet"
"Sports Direct","1197831","2021-05-04","South","Tennessee","Knoxville","Men's Athletic Footwear","25","178","4450","213","48%","Outlet"
"Sports Direct","1197831","2021-05-05","South","Tennessee","Knoxville","Women's Street Footwear","27","163","4401","211","48%","Outlet"
"Sports Direct","1197831","2021-05-06","South","Tennessee","Knoxville","Women's Athletic Footwear","30","131","3930","235","60%","Outlet"
"Sports Direct","1197831","2021-05-07","South","Tennessee","Knoxville","Men's Apparel","28","109","3052","134","44%","Outlet"
"Sports Direct","1197831","2021-05-08","South","Tennessee","Knoxville","Women's Apparel","29","179","5191","347","67%","Outlet"
"Sports Direct","1197831","2021-05-09","South","Tennessee","Knoxville","Men's Street Footwear","24","203","4872","233","48%","Outlet"
"Sports Direct","1197831","2021-05-10","South","Tennessee","Knoxville","Men's Athletic Footwear","21","223","4683","229","49%","Outlet"
"Sports Direct","1197831","2021-05-11","South","Tennessee","Knoxville","Women's Street Footwear","37","204","7548","354","47%","Outlet"
"Sports Direct","1197831","2021-05-12","South","Tennessee","Knoxville","Women's Athletic Footwear","38","157","5966","369","62%","Outlet"
"Sports Direct","1197831","2021-05-13","South","Tennessee","Knoxville","Men's Apparel","43","140","6020","276","46%","Outlet"
"Sports Direct","1197831","2021-05-14","South","Tennessee","Knoxville","Women's Apparel","43","202","8686","573","66%","Outlet"
"Sports Direct","1197831","2021-05-15","South","Tennessee","Knoxville","Men's Street Footwear","39","248","9672","464","48%","Outlet"
"Sports Direct","1197831","2021-05-16","South","Tennessee","Knoxville","Men's Athletic Footwear","37","264","9768","478","49%","Outlet"
"Sports Direct","1197831","2021-05-17","South","Tennessee","Knoxville","Women's Street Footwear","44","210","9240","471","51%","Outlet"
"Sports Direct","1197831","2021-05-18","South","Tennessee","Knoxville","Women's Athletic Footwear","44","176","7744","464","60%","Outlet"
"Sports Direct","1197831","2021-05-19","South","Tennessee","Knoxville","Men's Apparel","38","160","6080","285","47%","Outlet"
"Sports Direct","1197831","2021-05-20","South","Tennessee","Knoxville","Women's Apparel","49","225","11025","694","63%","Outlet"
"Foot Locker","1185732","2021-05-21","South","Tennessee","Knoxville","Men's Street Footwear","27","140","3780","166","44%","Outlet"
"Foot Locker","1185732","2021-05-22","South","Tennessee","Knoxville","Men's Athletic Footwear","23","70","1610","660","41%","Outlet"
"Foot Locker","1185732","2021-05-23","South","Tennessee","Knoxville","Women's Street Footwear","19","74","1406","548","39%","Outlet"
"Foot Locker","1185732","2021-05-24","South","Tennessee","Knoxville","Women's Athletic Footwear","22","23","506","218","43%","Outlet"
"Sports Direct","1197831","2021-08-05","South","Alabama","Birmingham","Men's Apparel","31","114","3534","144","41%","Outlet"
"Sports Direct","1197831","2021-08-06","South","Alabama","Birmingham","Women's Apparel","24","152","3648","215","59%","Outlet"
"Sports Direct","1197831","2021-08-07","South","Alabama","Birmingham","Men's Street Footwear","16","206","3296","154","47%","Outlet"
"Sports Direct","1197831","2021-08-08","South","Alabama","Birmingham","Men's Athletic Footwear","26","192","4992","209","42%","Outlet"
"Sports Direct","1197831","2021-08-09","South","Alabama","Birmingham","Women's Street Footwear","26","136","3536","155","44%","Outlet"
"Sports Direct","1197831","2021-08-10","South","Alabama","Birmingham","Women's Athletic Footwear","24","113","2712","146","54%","Outlet"
"Sports Direct","1197831","2021-08-11","South","Alabama","Birmingham","Men's Apparel","29","85","2465","961","39%","Outlet"
"Sports Direct","1197831","2021-08-12","South","Alabama","Birmingham","Women's Apparel","27","144","3888","221","57%","Outlet"
"Sports Direct","1197831","2021-08-13","South","Alabama","Birmingham","Men's Street Footwear","23","194","4462","218","49%","Outlet"
"Sports Direct","1197831","2021-08-14","South","Alabama","Birmingham","Men's Athletic Footwear","32","194","6208","291","47%","Outlet"
"Sports Direct","1197831","2021-08-15","South","Alabama","Birmingham","Women's Street Footwear","20","144","2880","146","51%","Outlet"
"Sports Direct","1197831","2021-08-16","South","Alabama","Birmingham","Women's Athletic Footwear","23","116","2668","162","61%","Outlet"
"Sports Direct","1197831","2021-08-17","South","Alabama","Birmingham","Men's Apparel","28","88","2464","113","46%","Outlet"
"Sports Direct","1197831","2021-08-18","South","Alabama","Birmingham","Women's Apparel","26","120","3120","205","66%","Outlet"
"Sports Direct","1197831","2021-08-19","South","Alabama","Birmingham","Men's Street Footwear","15","215","3225","167","52%","Outlet"
"Sports Direct","1197831","2021-08-20","South","Alabama","Birmingham","Men's Athletic Footwear","16","202","3232","151","47%","Outlet"
"Sports Direct","1197831","2021-08-21","South","Alabama","Birmingham","Women's Street Footwear","11","152","1672","786","47%","Outlet"
"Sports Direct","1197831","2021-08-22","South","Alabama","Birmingham","Women's Athletic Footwear","15","116","1740","104","60%","Outlet"
"Sports Direct","1197831","2021-08-23","South","Alabama","Birmingham","Men's Apparel","19","88","1672","702","42%","Outlet"
"Sports Direct","1197831","2021-08-24","South","Alabama","Birmingham","Women's Apparel","14","165","2310","154","67%","Outlet"
"Sports Direct","1197831","2021-08-25","South","Alabama","Birmingham","Men's Street Footwear","7","224","1568","737","47%","Outlet"
"Sports Direct","1197831","2021-08-26","South","Alabama","Birmingham","Men's Athletic Footwear","16","218","3488","170","49%","Outlet"
